CustomerID,Recency,Frequency,Monetary,Country,Cluster,R_Score,F_Score,M_Score,RFM_Segment
13878,55,1,1271.57,United Kingdom,1,2,1,3,213
13880,21,13,3219.77,United Kingdom,2,3,4,4,344
13881,4,20,17159.52,United Kingdom,2,4,4,4,444
13882,3,5,1191.13,United Kingdom,2,4,4,3,443
13883,11,5,2674.48,United Kingdom,2,4,4,4,444
13884,7,5,787.6,United Kingdom,0,4,4,3,443
13885,189,2,506.8,United Kingdom,3,1,2,2,122
13886,71,1,243.56,United Kingdom,3,2,1,1,211
13887,204,1,349.55,United Kingdom,3,1,1,2,112
13888,120,2,595.67,United Kingdom,3,2,2,2,222
13889,93,1,416.90000000000003,United Kingdom,3,2,1,2,212
13890,1,10,1883.81,United Kingdom,2,4,4,4,444
13892,27,4,632.97,United Kingdom,1,3,3,2,332
13893,298,1,821.1,United Kingdom,3,1,1,3,113
13894,24,3,564.62,United Kingdom,0,3,3,2,332
13895,28,4,2593.07,United Kingdom,1,3,3,4,334
13897,50,1,311.16,United Kingdom,3,3,1,2,312
13898,326,1,155.93,United Kingdom,3,1,1,1,111
13899,16,2,388.52,United Kingdom,0,4,2,2,422
13900,183,3,740.95,United Kingdom,1,1,3,3,133
13901,72,5,2867.2000000000003,United Kingdom,1,2,4,4,244
13904,37,2,332.64,United Kingdom,0,3,2,2,322
13908,80,4,2369.55,United Kingdom,1,2,3,4,234
13911,57,9,2580.91,United Kingdom,1,2,4,4,244
13914,12,2,626.45,United Kingdom,0,4,2,2,422
13917,50,2,272.04,United Kingdom,3,3,2,1,321
13918,50,2,1212.8400000000001,United Kingdom,1,3,2,3,323
13919,59,2,384.81,Denmark,3,2,2,2,222
13922,352,1,172.25,United Kingdom,3,1,1,1,111
13923,54,1,351.13,United Kingdom,3,2,1,2,212
13924,2,6,1838.8500000000001,United Kingdom,2,4,4,4,444
13925,93,4,678.25,United Kingdom,1,2,3,3,233
13926,23,1,223.85000000000002,United Kingdom,0,3,1,1,311
13927,75,1,348.99,United Kingdom,3,2,1,2,212
13928,11,4,464.57,United Kingdom,0,4,3,2,432
13929,169,2,842.65,United Kingdom,3,1,2,3,123
13930,58,2,337.34,United Kingdom,3,2,2,2,222
13931,96,2,1237.53,United Kingdom,1,2,2,3,223
13932,295,1,307.4,United Kingdom,3,1,1,2,112
13933,109,2,608.79,United Kingdom,3,2,2,2,222
13934,264,1,922.1,United Kingdom,3,1,1,3,113
13936,180,1,376.58,United Kingdom,3,1,1,2,112
13937,169,1,158.85,United Kingdom,3,1,1,1,111
13938,35,1,71.66,United Kingdom,3,3,1,1,311
13939,23,3,568.55,United Kingdom,0,3,3,2,332
13940,17,4,839.14,United Kingdom,0,4,3,3,433
13941,22,5,5112.96,United Kingdom,2,3,4,4,344
13946,79,3,561.57,United Kingdom,1,2,3,2,232
13947,65,1,90.60000000000001,United Kingdom,3,2,1,1,211
13948,361,1,102.0,United Kingdom,3,1,1,1,111
13949,3,6,2427.32,United Kingdom,2,4,4,4,444
13950,11,4,745.0600000000001,United Kingdom,0,4,3,3,433
13951,176,3,674.45,United Kingdom,1,1,3,3,133
13952,218,2,3251.071,United Kingdom,1,1,2,4,124
13953,7,7,3515.68,United Kingdom,2,4,4,4,444
13954,2,2,439.92,United Kingdom,0,4,2,2,422
13955,154,2,322.96,United Kingdom,3,1,2,2,122
13956,5,5,1019.27,United Kingdom,0,4,4,3,443
13959,79,3,594.04,United Kingdom,1,2,3,2,232
13960,21,2,230.22,United Kingdom,0,3,2,1,321
13962,22,2,169.54999999999998,United Kingdom,0,3,2,1,321
13963,308,4,664.54,United Kingdom,1,1,3,2,132
13967,146,1,80.7,United Kingdom,3,1,1,1,111
13969,7,18,9024.17,United Kingdom,2,4,4,4,444
13971,19,8,2758.26,United Kingdom,2,3,4,4,344
13972,71,2,190.25,United Kingdom,3,2,2,1,221
13973,287,1,264.7,United Kingdom,3,1,1,1,111
13974,49,1,413.59000000000003,United Kingdom,3,3,1,2,312
13975,31,6,2461.2400000000002,United Kingdom,1,3,4,4,344
13976,207,1,357.98,United Kingdom,3,1,1,2,112
13978,15,2,196.79,United Kingdom,0,4,2,1,421
13979,73,1,869.87,United Kingdom,3,2,1,3,213
13980,60,1,200.14,United Kingdom,3,2,1,1,211
13982,39,4,1871.81,United Kingdom,1,3,3,4,334
13983,30,12,2603.43,United Kingdom,2,3,4,4,344
13984,27,5,920.51,United Kingdom,1,3,4,3,343
13985,4,15,7060.13,United Kingdom,2,4,4,4,444
13986,17,1,320.46,United Kingdom,0,4,1,2,412
13988,20,6,4147.96,United Kingdom,2,3,4,4,344
13989,66,2,1266.08,United Kingdom,1,2,2,3,223
13990,213,1,311.3,United Kingdom,3,1,1,2,112
13991,12,6,852.88,United Kingdom,1,4,4,3,443
13992,30,1,76.8,United Kingdom,3,3,1,1,311
13993,43,9,3466.36,United Kingdom,2,3,4,4,344
13994,4,6,2274.14,United Kingdom,2,4,4,4,444
13995,15,5,1393.69,United Kingdom,1,4,4,3,443
13999,10,12,3901.81,United Kingdom,2,4,4,4,444
14000,211,1,635.66,United Kingdom,3,1,1,2,112
14001,46,3,2043.0800000000002,United Kingdom,1,3,3,4,334
14002,134,2,529.73,United Kingdom,3,2,2,2,222
14004,43,7,4582.64,United Kingdom,1,3,4,4,344
14005,10,5,2874.72,United Kingdom,2,4,4,4,444
14006,116,3,962.19,United Kingdom,1,2,3,3,233
14009,198,2,695.61,United Kingdom,3,1,2,3,123
14012,278,1,328.8,United Kingdom,3,1,1,2,112
14013,110,3,473.02,United Kingdom,3,2,3,2,232
14014,77,1,505.18,United Kingdom,3,2,1,2,212
14015,53,1,917.34,United Kingdom,0,2,1,3,213
14016,162,4,4341.21,EIRE,1,1,3,4,134
14019,47,3,1421.6100000000001,United Kingdom,1,3,3,3,333
14020,17,2,642.8,United Kingdom,0,4,2,2,422
14021,155,3,631.9,United Kingdom,1,1,3,2,132
14022,225,1,440.0,United Kingdom,3,1,1,2,112
14023,7,2,584.07,United Kingdom,0,4,2,2,422
14024,122,2,327.7,United Kingdom,3,2,2,2,222
14027,61,1,104.82,United Kingdom,3,2,1,1,211
14029,63,2,467.66,United Kingdom,3,2,2,2,222
14030,18,8,2358.84,United Kingdom,2,4,4,4,444
14031,7,19,17286.86,United Kingdom,2,4,4,4,444
14032,2,11,2975.59,United Kingdom,2,4,4,4,444
14034,22,3,648.89,United Kingdom,0,3,3,2,332
14035,29,5,1428.02,United Kingdom,1,3,4,3,343
14036,285,1,626.65,United Kingdom,3,1,1,2,112
14037,176,2,147.20000000000002,United Kingdom,3,1,2,1,121
14038,78,3,1560.38,United Kingdom,1,2,3,3,233
14039,33,1,152.2,United Kingdom,0,3,1,1,311
14040,41,12,3560.32,United Kingdom,2,3,4,4,344
14041,266,1,141.41,United Kingdom,3,1,1,1,111
14044,27,4,646.42,United Kingdom,1,3,3,2,332
14045,109,4,1659.75,United Kingdom,1,2,3,3,233
14046,284,1,154.99,United Kingdom,3,1,1,1,111
14047,9,5,1308.6100000000001,United Kingdom,1,4,4,3,443
14048,305,1,409.93,United Kingdom,3,1,1,2,112
14049,17,4,5578.72,United Kingdom,1,4,3,4,434
14050,32,2,746.36,United Kingdom,0,3,2,3,323
14051,1,23,15610.390000000001,United Kingdom,2,4,4,4,444
14052,20,1,225.35999999999999,United Kingdom,0,3,1,1,311
14053,124,2,260.25,United Kingdom,3,2,2,1,221
14054,65,1,92.46000000000001,United Kingdom,3,2,1,1,211
14055,106,1,725.6400000000001,United Kingdom,3,2,1,3,213
14056,1,23,8152.71,United Kingdom,2,4,4,4,444
14057,24,17,6211.66,United Kingdom,2,3,4,4,344
14059,267,1,183.6,United Kingdom,3,1,1,1,111
14060,5,19,6140.42,United Kingdom,2,4,4,4,444
14062,10,12,10464.85,United Kingdom,2,4,4,4,444
14064,29,5,1334.34,United Kingdom,1,3,4,3,343
14066,267,1,152.55,United Kingdom,3,1,1,1,111
14067,64,2,374.7,United Kingdom,3,2,2,2,222
14068,320,1,265.85,United Kingdom,3,1,1,1,111
14071,4,8,1437.57,United Kingdom,2,4,4,3,443
14073,32,1,151.04,United Kingdom,0,3,1,1,311
14075,5,3,942.26,United Kingdom,0,4,3,3,433
14076,129,1,118.67,United Kingdom,3,2,1,1,211
14077,41,5,499.42,United Kingdom,1,3,4,2,342
14078,102,6,1049.37,United Kingdom,1,2,4,3,243
14079,125,1,375.1,United Kingdom,3,2,1,2,212
14080,33,1,45.599999999999994,United Kingdom,3,3,1,1,311
14081,302,2,921.62,United Kingdom,3,1,2,3,123
14082,365,1,182.25,United Kingdom,3,1,1,1,111
14083,4,9,1002.9,United Kingdom,2,4,4,3,443
14085,2,18,4421.29,United Kingdom,2,4,4,4,444
14087,3,1,191.47,United Kingdom,0,4,1,1,411
14088,10,13,50491.81,United Kingdom,2,4,4,4,444
14089,57,1,158.75,United Kingdom,3,2,1,1,211
14090,325,1,76.32000000000001,United Kingdom,3,1,1,1,111
14092,8,14,4076.9100000000003,United Kingdom,2,4,4,4,444
14093,12,1,433.86,United Kingdom,0,4,1,2,412
14096,4,17,65164.79,United Kingdom,2,4,4,4,444
14098,37,1,147.35,United Kingdom,3,3,1,1,311
14099,16,11,3104.17,United Kingdom,2,4,4,4,444
14100,138,1,191.95,United Kingdom,3,2,1,1,211
14101,74,6,5976.79,United Kingdom,1,2,4,4,244
14102,5,5,1105.8799999999999,United Kingdom,0,4,4,3,443
14104,155,2,216.21,United Kingdom,3,1,2,1,121
14105,239,1,1266.23,United Kingdom,3,1,1,3,113
14107,52,7,2703.23,United Kingdom,1,2,4,4,244
14108,31,2,597.91,United Kingdom,0,3,2,2,322
14109,73,1,144.2,United Kingdom,3,2,1,1,211
14110,4,12,5683.15,United Kingdom,2,4,4,4,444
14111,14,4,692.85,United Kingdom,0,4,3,3,433
14112,23,7,2915.15,United Kingdom,2,3,4,4,344
14113,4,4,1840.42,United Kingdom,2,4,3,4,434
14114,274,2,386.53,United Kingdom,3,1,2,2,122
14116,20,5,1382.74,United Kingdom,1,3,4,3,343
14117,144,1,90.0,United Kingdom,3,1,1,1,111
14121,4,4,2780.15,United Kingdom,2,4,3,4,434
14124,84,1,419.58,United Kingdom,3,2,1,2,212
14125,11,3,2720.63,United Kingdom,1,4,3,4,434
14126,8,3,706.1300000000001,United Kingdom,0,4,3,3,433
14127,123,3,709.71,United Kingdom,1,2,3,3,233
14128,61,2,637.5,United Kingdom,1,2,2,2,222
14129,2,5,1123.8600000000001,United Kingdom,2,4,4,3,443
14130,319,1,480.91,United Kingdom,3,1,1,2,112
14132,2,11,3586.03,United Kingdom,2,4,4,4,444
14133,130,3,605.64,United Kingdom,1,2,3,2,232
14135,2,15,4690.31,United Kingdom,2,4,4,4,444
14138,2,2,965.88,United Kingdom,0,4,2,3,423
14139,46,1,415.82,United Kingdom,3,3,1,2,312
14140,4,2,935.05,United Kingdom,0,4,2,3,423
14141,3,4,915.13,United Kingdom,0,4,3,3,433
14142,373,1,311.81,United Kingdom,3,1,1,2,112
14143,134,1,115.8,United Kingdom,3,2,1,1,211
14145,47,4,3742.2,United Kingdom,1,3,3,4,334
14146,9,5,4191.0,United Kingdom,2,4,4,4,444
14147,78,2,483.4,United Kingdom,3,2,2,2,222
14148,234,1,157.2,United Kingdom,3,1,1,1,111
14149,221,1,446.62,United Kingdom,3,1,1,2,112
14150,36,2,658.64,United Kingdom,0,3,2,2,322
14152,75,2,621.29,United Kingdom,1,2,2,2,222
14154,239,2,1345.62,United Kingdom,1,1,2,3,123
14155,266,1,118.75,United Kingdom,3,1,1,1,111
14156,10,55,117210.08,EIRE,2,4,4,4,444
14157,20,2,424.89000000000004,United Kingdom,0,3,2,2,322
14158,40,1,507.65999999999997,United Kingdom,0,3,1,2,312
14159,20,11,4630.35,United Kingdom,2,3,4,4,344
14161,216,3,1097.6200000000001,United Kingdom,1,1,3,3,133
14162,174,2,289.36,United Kingdom,3,1,2,1,121
14163,87,4,2445.91,United Kingdom,1,2,3,4,234
14164,71,2,1631.77,United Kingdom,1,2,2,3,223
14165,276,1,120.44,United Kingdom,3,1,1,1,111
14167,39,4,562.59,United Kingdom,1,3,3,2,332
14171,98,1,363.79,United Kingdom,3,2,1,2,212
14173,11,4,450.84,United Kingdom,0,4,3,2,432
14174,33,1,134.46,United Kingdom,3,3,1,1,311
14175,60,3,3222.3,United Kingdom,1,2,3,4,234
14176,297,4,576.9000000000001,United Kingdom,3,1,3,2,132
14177,86,4,549.46,United Kingdom,1,2,3,2,232
14178,9,7,1600.26,United Kingdom,2,4,4,3,443
14179,41,2,701.57,United Kingdom,0,3,2,3,323
14180,11,25,4748.52,United Kingdom,2,4,4,4,444
14184,67,1,452.89,United Kingdom,3,2,1,2,212
14185,331,1,197.65,United Kingdom,3,1,1,1,111
14188,31,6,2054.36,United Kingdom,1,3,4,4,344
14189,2,15,4654.08,United Kingdom,2,4,4,4,444
14191,2,13,4684.76,United Kingdom,2,4,4,4,444
14193,68,2,853.39,United Kingdom,1,2,2,3,223
14194,5,21,11349.52,United Kingdom,2,4,4,4,444
14195,202,2,1012.0,United Kingdom,3,1,2,3,123
14196,107,1,335.52,United Kingdom,3,2,1,2,212
14198,18,4,701.4,United Kingdom,0,4,3,3,433
14199,218,1,185.39999999999998,United Kingdom,3,1,1,1,111
14201,60,7,747.44,United Kingdom,1,2,4,3,243
14204,2,1,150.61,United Kingdom,0,4,1,1,411
14205,17,2,466.7,United Kingdom,0,4,2,2,422
14206,239,1,328.15999999999997,United Kingdom,3,1,1,2,112
14208,95,1,151.74,United Kingdom,3,2,1,1,211
14209,11,6,2073.43,United Kingdom,2,4,4,4,444
14210,106,6,1905.8400000000001,United Kingdom,1,2,4,4,244
14211,53,9,2241.1,United Kingdom,1,2,4,4,244
14212,90,1,1070.48,United Kingdom,3,2,1,3,213
14214,31,5,1004.38,United Kingdom,1,3,4,3,343
14215,12,6,1789.72,United Kingdom,2,4,4,4,444
14216,3,4,1839.3,United Kingdom,2,4,3,4,434
14217,2,17,2004.98,United Kingdom,2,4,4,4,444
14218,43,1,169.48000000000002,United Kingdom,3,3,1,1,311
14219,4,1,89.94,United Kingdom,0,4,1,1,411
14220,247,2,632.4000000000001,United Kingdom,3,1,2,2,122
14221,42,9,3432.8,United Kingdom,2,3,4,4,344
14222,177,1,683.17,United Kingdom,3,1,1,3,113
14223,92,3,991.13,United Kingdom,1,2,3,3,233
14224,110,4,1009.73,United Kingdom,1,2,3,3,233
14226,29,5,2214.79,United Kingdom,1,3,4,4,344
14227,26,10,3350.96,United Kingdom,2,3,4,4,344
14229,52,3,1547.2,United Kingdom,1,2,3,3,233
14231,184,3,925.71,United Kingdom,1,1,3,3,133
14232,43,5,2048.07,United Kingdom,1,3,4,4,344
14233,49,4,1462.72,United Kingdom,1,3,3,3,333
14234,22,4,754.12,United Kingdom,1,3,3,3,333
14235,75,5,3144.86,United Kingdom,1,2,4,4,244
14236,81,2,490.86,United Kingdom,3,2,2,2,222
14237,373,1,161.0,United Kingdom,3,1,1,1,111
14238,326,1,146.85,United Kingdom,3,1,1,1,111
14239,43,11,2380.85,United Kingdom,2,3,4,4,344
14240,30,2,890.34,United Kingdom,0,3,2,3,323
14241,184,1,213.70000000000002,United Kingdom,3,1,1,1,111
14242,235,2,280.55,United Kingdom,3,1,2,1,121
14243,9,10,2588.77,United Kingdom,2,4,4,4,444
14245,220,2,1693.45,United Kingdom,1,1,2,4,124
14246,111,3,1474.06,United Kingdom,1,2,3,3,233
14247,278,1,136.77,United Kingdom,3,1,1,1,111
14248,318,1,302.58,United Kingdom,3,1,1,1,111
14250,7,3,1904.05,United Kingdom,0,4,3,4,434
14251,2,5,2879.7000000000003,United Kingdom,2,4,4,4,444
14256,260,2,969.0600000000001,United Kingdom,3,1,2,3,123
14257,64,5,3099.7200000000003,United Kingdom,1,2,4,4,244
14258,9,9,12669.98,United Kingdom,2,4,4,4,444
14259,142,1,120.0,United Kingdom,3,2,1,1,211
14261,51,2,1163.45,United Kingdom,1,3,2,3,323
14262,8,8,2618.23,United Kingdom,2,4,4,4,444
14264,155,2,333.97,United Kingdom,3,1,2,2,122
14265,109,2,530.18,Unspecified,3,2,2,2,222
14267,163,3,1516.24,United Kingdom,1,1,3,3,133
14270,332,1,492.65000000000003,United Kingdom,3,1,1,2,112
14271,226,1,112.32000000000001,United Kingdom,3,1,1,1,111
14272,74,2,437.96,United Kingdom,3,2,2,2,222
14273,51,4,559.97,United Kingdom,1,3,3,2,332
14276,99,3,1119.74,United Kingdom,1,2,3,3,233
14277,15,3,4188.0,France,1,4,3,4,434
14280,197,1,134.04,United Kingdom,3,1,1,1,111
14282,3,15,3701.44,United Kingdom,2,4,4,4,444
14284,31,2,595.25,United Kingdom,0,3,2,2,322
14285,21,4,1910.01,United Kingdom,1,3,3,4,334
14286,24,3,4628.75,United Kingdom,1,3,3,4,334
14287,8,3,176.63,United Kingdom,0,4,3,1,431
14288,213,1,426.6,United Kingdom,3,1,1,2,112
14289,9,6,911.26,United Kingdom,0,4,4,3,443
14290,11,5,2314.65,United Kingdom,2,4,4,4,444
14291,2,11,3883.25,United Kingdom,2,4,4,4,444
14292,8,9,4871.93,United Kingdom,2,4,4,4,444
14293,3,4,1046.56,United Kingdom,0,4,3,3,433
14295,40,1,166.20000000000002,United Kingdom,3,3,1,1,311
14297,18,4,1305.33,United Kingdom,1,4,3,3,433
14298,8,44,51527.3,United Kingdom,2,4,4,4,444
14299,8,9,3965.62,United Kingdom,2,4,4,4,444
14300,19,1,43.2,United Kingdom,0,3,1,1,311
14301,117,1,640.14,United Kingdom,3,2,1,2,212
14304,223,1,383.45,United Kingdom,3,1,1,2,112
14305,71,3,1858.96,United Kingdom,1,2,3,4,234
14306,51,2,2093.32,United Kingdom,1,3,2,4,324
14307,89,6,2995.7200000000003,United Kingdom,1,2,4,4,244
14309,8,9,2352.53,United Kingdom,2,4,4,4,444
14311,243,1,310.26,United Kingdom,3,1,1,2,112
14312,47,6,1611.5900000000001,United Kingdom,1,3,4,3,343
14314,107,1,120.0,United Kingdom,3,2,1,1,211
14315,45,6,2481.13,United Kingdom,1,3,4,4,344
14317,65,1,508.58,United Kingdom,3,2,1,2,212
14320,207,2,477.79,United Kingdom,3,1,2,2,122
14321,11,5,1530.75,United Kingdom,1,4,4,3,443
14323,115,2,605.0600000000001,United Kingdom,3,2,2,2,222
14326,242,1,183.85,United Kingdom,3,1,1,1,111
14327,163,1,311.65000000000003,United Kingdom,3,1,1,2,112
14329,17,7,4975.24,United Kingdom,2,4,4,4,444
14331,124,2,462.66,United Kingdom,3,2,2,2,222
14332,23,3,840.21,United Kingdom,0,3,3,3,333
14333,68,1,415.2,United Kingdom,3,2,1,2,212
14334,17,8,2552.21,United Kingdom,2,4,4,4,444
14335,16,2,454.86,Germany,0,4,2,2,422
14336,17,4,1614.91,United Kingdom,1,4,3,3,433
14338,161,2,588.22,United Kingdom,3,1,2,2,122
14339,243,1,309.52000000000004,United Kingdom,3,1,1,2,112
14340,219,1,134.7,United Kingdom,3,1,1,1,111
14341,45,8,2166.98,United Kingdom,1,3,4,4,344
14342,21,4,668.5600000000001,United Kingdom,0,3,3,2,332
14344,127,8,889.9300000000001,United Kingdom,1,2,4,3,243
14345,39,1,108.98,United Kingdom,3,3,1,1,311
14346,121,2,1021.58,United Kingdom,1,2,2,3,223
14348,260,1,409.57,United Kingdom,3,1,1,2,112
14349,10,1,133.5,United Kingdom,0,4,1,1,411
14350,274,1,282.93,United Kingdom,3,1,1,1,111
14351,165,1,51.0,United Kingdom,3,1,1,1,111
14352,157,4,1078.96,United Kingdom,1,1,3,3,133
14353,215,1,90.6,United Kingdom,3,1,1,1,111
14354,6,2,163.62,United Kingdom,0,4,2,1,421
14355,366,1,174.4,United Kingdom,3,1,1,1,111
14356,80,2,701.23,United Kingdom,1,2,2,3,223
14357,43,1,225.12,United Kingdom,3,3,1,1,311
14359,19,3,912.1800000000001,United Kingdom,0,3,3,3,333
14360,32,4,2118.03,United Kingdom,1,3,3,4,334
14362,22,1,151.5,United Kingdom,0,3,1,1,311
14364,109,8,3717.35,United Kingdom,1,2,4,4,244
14367,8,16,9227.82,United Kingdom,2,4,4,4,444
14368,320,1,155.0,United Kingdom,3,1,1,1,111
14371,295,1,100.5,United Kingdom,3,1,1,1,111
14373,358,1,76.55,United Kingdom,3,1,1,1,111
14375,185,1,235.56,United Kingdom,3,1,1,1,111
14377,191,2,617.05,United Kingdom,3,1,2,2,122
14379,44,2,348.1,United Kingdom,0,3,2,2,322
14381,52,1,202.68,United Kingdom,3,2,1,1,211
14382,26,1,615.49,United Kingdom,0,3,1,2,312
14383,38,3,1247.69,United Kingdom,1,3,3,3,333
14385,9,3,202.10999999999999,United Kingdom,0,4,3,1,431
14386,297,1,142.4,United Kingdom,3,1,1,1,111
14387,33,3,1727.6,United Kingdom,1,3,3,4,334
14388,10,8,3212.84,United Kingdom,2,4,4,4,444
14389,65,2,1043.46,United Kingdom,1,2,2,3,223
14390,10,9,4642.57,United Kingdom,2,4,4,4,444
14393,218,1,67.95,United Kingdom,3,1,1,1,111
14395,2,9,3479.91,United Kingdom,2,4,4,4,444
14396,65,2,487.99,United Kingdom,3,2,2,2,222
14397,3,19,2612.96,United Kingdom,2,4,4,4,444
14400,149,1,574.7,United Kingdom,3,1,1,2,112
14401,4,13,4051.48,United Kingdom,2,4,4,4,444
14403,130,4,1475.81,United Kingdom,1,2,3,3,233
14404,34,6,1449.32,United Kingdom,1,3,4,3,343
14406,119,1,156.75,United Kingdom,3,2,1,1,211
14407,107,6,2157.73,United Kingdom,1,2,4,4,244
14408,11,7,2599.03,United Kingdom,2,4,4,4,444
14409,71,6,2059.4500000000003,United Kingdom,1,2,4,4,244
14410,92,9,1100.27,United Kingdom,1,2,4,3,243
14411,311,1,1063.0,United Kingdom,3,1,1,3,113
14412,43,2,770.03,United Kingdom,1,3,2,3,323
14413,362,1,121.05,United Kingdom,3,1,1,1,111
14414,92,7,1496.98,United Kingdom,1,2,4,3,243
14415,1,13,5855.57,United Kingdom,2,4,4,4,444
14416,22,2,490.22,United Kingdom,0,3,2,2,322
14418,4,3,1937.25,United Kingdom,0,4,3,4,434
14419,11,6,1051.79,United Kingdom,1,4,4,3,443
14420,99,1,387.52,United Kingdom,3,2,1,2,212
14421,57,2,813.11,United Kingdom,1,2,2,3,223
14422,1,6,4263.64,United Kingdom,2,4,4,4,444
14423,218,1,265.2,United Kingdom,3,1,1,1,111
14424,18,1,322.08,United Kingdom,0,4,1,2,412
14426,24,10,4481.67,United Kingdom,2,3,4,4,344
14427,50,2,363.34000000000003,United Kingdom,0,3,2,2,322
14428,7,5,1224.06,United Kingdom,0,4,4,3,443
14431,303,1,470.36,United Kingdom,3,1,1,2,112
14432,10,6,2248.5,United Kingdom,2,4,4,4,444
14434,22,6,1372.8,United Kingdom,1,3,4,3,343
14436,99,1,89.06,United Kingdom,3,2,1,1,211
14437,366,1,63.0,United Kingdom,3,1,1,1,111
14438,306,1,131.9,United Kingdom,3,1,1,1,111
14439,320,1,2661.24,Greece,1,1,1,4,114
14440,8,5,2357.68,United Kingdom,2,4,4,4,444
14441,1,4,1712.89,United Kingdom,2,4,3,4,434
14442,205,2,1589.82,Channel Islands,1,1,2,3,123
14443,54,4,1420.2,United Kingdom,1,2,3,3,233
14446,1,4,1010.35,United Kingdom,0,4,3,3,433
14447,19,5,1163.23,United Kingdom,1,3,4,3,343
14448,9,2,375.35,United Kingdom,0,4,2,2,422
14449,19,4,885.8,United Kingdom,1,3,3,3,333
14450,181,3,483.25,United Kingdom,3,1,3,2,132
14451,60,2,643.9,United Kingdom,1,2,2,2,222
14452,11,2,259.05,United Kingdom,0,4,2,1,421
14453,190,1,119.93,United Kingdom,3,1,1,1,111
14456,5,9,3017.28,United Kingdom,2,4,4,4,444
14457,311,1,113.64,United Kingdom,3,1,1,1,111
14459,155,1,1837.92,United Kingdom,1,1,1,4,114
14460,110,3,434.34,United Kingdom,3,2,3,2,232
14461,148,3,2103.06,United Kingdom,1,1,3,4,134
14462,66,11,1980.57,United Kingdom,1,2,4,4,244
14463,98,3,529.62,United Kingdom,1,2,3,2,232
14465,247,3,1038.44,United Kingdom,1,1,3,3,133
14466,29,7,2272.4,United Kingdom,1,3,4,4,344
14467,18,4,596.26,United Kingdom,0,4,3,2,432
14470,12,2,461.19,United Kingdom,0,4,2,2,422
14472,104,8,1852.67,United Kingdom,1,2,4,4,244
14473,74,2,234.34,United Kingdom,3,2,2,1,221
14474,46,1,547.66,United Kingdom,0,3,1,2,312
14475,72,3,925.85,United Kingdom,1,2,3,3,233
14476,257,1,193.0,United Kingdom,3,1,1,1,111
14477,20,4,1309.6,United Kingdom,1,3,3,3,333
14479,254,2,316.25,United Kingdom,3,1,2,2,122
14480,11,1,279.05,United Kingdom,0,4,1,1,411
14481,165,2,636.51,United Kingdom,3,1,2,2,122
14482,18,6,2022.81,United Kingdom,1,4,4,4,444
14483,282,1,137.1,United Kingdom,3,1,1,1,111
14484,50,1,321.92,United Kingdom,3,3,1,2,312
14485,39,1,162.8,United Kingdom,3,3,1,1,311
14487,27,6,1165.48,United Kingdom,1,3,4,3,343
14488,68,1,1064.28,United Kingdom,3,2,1,3,213
14489,207,1,463.38,United Kingdom,3,1,1,2,112
14491,175,2,340.93,United Kingdom,3,1,2,2,122
14493,7,5,2383.2400000000002,United Kingdom,2,4,4,4,444
14494,26,1,139.56,United Kingdom,0,3,1,1,311
14495,51,2,123.80000000000001,United Kingdom,3,3,2,1,321
14496,312,2,538.8100000000001,United Kingdom,3,1,2,2,122
14497,309,1,475.37,United Kingdom,3,1,1,2,112
14498,43,5,1957.32,United Kingdom,1,3,4,4,344
14499,26,3,808.44,United Kingdom,1,3,3,3,333
14500,88,3,356.85,United Kingdom,3,2,3,2,232
14501,184,2,251.21,United Kingdom,3,1,2,1,121
14502,20,11,2429.83,United Kingdom,2,3,4,4,344
14503,3,6,3543.26,United Kingdom,2,4,4,4,444
14504,47,4,673.26,United Kingdom,1,3,3,3,333
14505,17,8,5859.43,United Kingdom,2,4,4,4,444
14506,17,5,1960.65,United Kingdom,1,4,4,4,444
14507,24,6,1367.88,United Kingdom,1,3,4,3,343
14508,22,2,268.05,United Kingdom,0,3,2,1,321
14511,11,5,1314.81,United Kingdom,1,4,4,3,443
14512,188,2,275.28,United Kingdom,3,1,2,1,121
14513,101,3,455.59000000000003,United Kingdom,3,2,3,2,232
14514,61,3,990.2,United Kingdom,1,2,3,3,233
14515,18,6,2076.89,United Kingdom,1,4,4,4,444
14517,33,2,330.45,United Kingdom,0,3,2,2,322
14518,64,1,174.37,United Kingdom,3,2,1,1,211
14520,2,2,270.6,United Kingdom,0,4,2,1,421
14522,24,4,974.54,United Kingdom,1,3,3,3,333
14523,108,1,241.09,United Kingdom,3,2,1,1,211
14524,32,9,1843.83,United Kingdom,1,3,4,4,344
14525,20,9,4215.9,United Kingdom,2,3,4,4,344
14527,3,55,8507.13,United Kingdom,2,4,4,4,444
14528,37,1,364.21999999999997,United Kingdom,0,3,1,2,312
14529,60,3,578.61,United Kingdom,1,2,3,2,232
14530,26,6,2862.11,United Kingdom,1,3,4,4,344
14532,236,4,932.85,United Kingdom,1,1,3,3,133
14533,25,7,1949.72,United Kingdom,1,3,4,4,344
14534,3,18,4397.3,United Kingdom,2,4,4,4,444
14535,60,3,2854.84,United Kingdom,1,2,3,4,234
14536,260,1,170.95,United Kingdom,3,1,1,1,111
14537,58,1,355.56,United Kingdom,3,2,1,2,212
14538,65,2,388.25,United Kingdom,3,2,2,2,222
14539,16,2,537.48,United Kingdom,0,4,2,2,422
14540,10,3,952.66,United Kingdom,0,4,3,3,433
